latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,nearest_industrial_km,nearest_industrial_type,nearest_industrial_name,nearest_industrial_region,nearest_industrial_latitude,nearest_industrial_longitude,preliminary_class,nearest_place_km,nearest_place_name,nearest_place_type,in_forest,in_farmland,final_class,place_description
8.82665,77.65818,331.79,0.49,0.49,2026-09-18,835,N21,VIIRS,n,2.0NRT,299.3,3.33,D,25.779688057664668,industrial,Sun Paper Mills Limited,cpcb_verified,8.6822,77.4747,likely_natural,1.0279639071930464,Rastha,village,False,False,agricultural_burn,"Agricultural cropland near Rastha (village, 1.0 km)"
8.82765,77.63779,335.89,0.49,0.48,2026-09-18,835,N21,VIIRS,n,2.0NRT,299.78,7.16,D,24.141804302397013,industrial,Sun Paper Mills Limited,cpcb_verified,8.6822,77.4747,likely_natural,0.655133431713959,Mathavakurichi,village,False,False,agricultural_burn,"Agricultural cropland near Mathavakurichi (village, 0.7 km)"
8.82824,77.64222,341.96,0.49,0.48,2026-09-18,835,N21,VIIRS,n,2.0NRT,300.37,9.79,D,24.54876441442485,industrial,Sun Paper Mills Limited,cpcb_verified,8.6822,77.4747,likely_natural,0.7398441310063714,Mathavakurichi,village,False,False,agricultural_burn,"Agricultural cropland near Mathavakurichi (village, 0.7 km)"
8.8286,77.63986,347.98,0.49,0.48,2026-09-18,835,N21,VIIRS,n,2.0NRT,301.15,15.08,D,24.381562717471915,industrial,Sun Paper Mills Limited,cpcb_verified,8.6822,77.4747,likely_natural,0.726388988553678,Mathavakurichi,village,False,False,agricultural_burn,"Agricultural cropland near Mathavakurichi (village, 0.7 km)"
8.88433,77.7896,342.8,0.5,0.49,2026-09-18,835,N21,VIIRS,n,2.0NRT,300.18,11.48,D,15.983598709866348,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,likely_natural,3.129092355145679,Gangaikondan,village,False,False,agricultural_burn,"Agricultural cropland near Gangaikondan (village, 3.1 km)"
8.88981,77.72916,353.93,0.5,0.49,2026-09-18,835,N21,VIIRS,n,2.0NRT,299.23,7.95,D,22.613472467664,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,likely_natural,2.5338951331816797,Venkatachalapuram,village,False,False,agricultural_burn,"Agricultural cropland near Venkatachalapuram (village, 2.5 km)"
8.97558,76.81163,335.36,0.43,0.46,2026-09-18,835,N21,VIIRS,n,2.0NRT,292.59,3.86,D,75.56409250432702,industrial,Empee Sugars and Chemicals Ltd,cpcb_verified,8.7089,77.4442,likely_natural,0.6416267803773761,Sadananthapuram,suburb,False,False,urban_commercial_fire,Urban / Commercial area (Sadananthapuram)
9.08242,80.31558,344.6,0.38,0.58,2026-09-18,835,N21,VIIRS,n,2.0NRT,292.7,5.9,D,112.40305786146776,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,likely_natural,1.632071290706949,Vavunikulam,village,False,False,agricultural_burn,"Agricultural cropland near Vavunikulam (village, 1.6 km)"
9.08777,80.31487,341.02,0.38,0.58,2026-09-18,835,N21,VIIRS,n,2.0NRT,293.24,5.9,D,112.20661619395248,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,likely_natural,1.4260171408981555,Vavunikulam,village,False,False,agricultural_burn,"Agricultural cropland near Vavunikulam (village, 1.4 km)"
9.10295,80.3059,348.57,0.38,0.58,2026-09-18,835,N21,VIIRS,n,2.0NRT,291.22,5.75,D,110.91455062008868,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,likely_natural,1.8394065659715604,Karumpuliyaan,village,False,False,agricultural_burn,"Agricultural cropland near Karumpuliyaan (village, 1.8 km)"
9.12303,80.29285,335.59,0.38,0.58,2026-09-18,835,N21,VIIRS,n,2.0NRT,291.14,2.28,D,109.1075902735664,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,likely_natural,1.1513929293633345,Yogapuram,village,False,False,agricultural_burn,"Agricultural cropland near Yogapuram (village, 1.2 km)"
9.17755,77.85369,333.13,0.51,0.49,2026-09-18,835,N21,VIIRS,n,2.0NRT,295.58,4.3,D,33.26173484950607,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,likely_natural,1.662026167327442,Kovilpatti,town,False,False,urban_commercial_fire,Urban / Commercial area (Kovilpatti)
9.28672,78.20463,344.62,0.54,0.51,2026-09-18,835,N21,VIIRS,n,2.0NRT,304.71,26.8,D,22.68403130757104,industrial,unnamed,tn_central,9.4896726,78.2255799,likely_natural,6.000256193316197,Krishnapuram,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Krishnapuram (6.0 km)
9.30818,77.46856,331.66,0.48,0.48,2026-09-18,835,N21,VIIRS,n,2.0NRT,297.35,4.97,D,66.6905765594067,industrial,Empee Sugars and Chemicals Ltd,cpcb_verified,8.7089,77.4442,likely_natural,2.6794657869031466,Rayagiri,village,False,False,agricultural_burn,"Agricultural cropland near Rayagiri (village, 2.7 km)"
9.60575,78.4659,352.21,0.57,0.52,2026-09-18,835,N21,VIIRS,n,2.0NRT,295.18,8.27,D,2.253772899680261,industrial,unnamed,tn_central,9.5863852,78.4719702,likely_natural,2.555793256103779,Partibanur,village,False,False,agricultural_burn,"Agricultural cropland near Partibanur (village, 2.6 km)"
9.6119,78.40235,349.11,0.56,0.52,2026-09-18,835,N21,VIIRS,n,2.0NRT,301.61,22.97,D,8.143233442675916,industrial,unnamed,tn_central,9.5863852,78.4719702,likely_natural,1.5665104172562796,Velaneri,village,False,False,agricultural_burn,"Agricultural cropland near Velaneri (village, 1.6 km)"
9.68896,77.82114,334.56,0.52,0.5,2026-09-18,835,N21,VIIRS,n,2.0NRT,299.89,7.93,D,24.63751195502501,industrial,unnamed,tn_central,9.5822502,78.0181003,likely_natural,1.6226432569136047,M. Subbulapuram,village,False,False,agricultural_burn,"Agricultural cropland near M. Subbulapuram (village, 1.6 km)"
9.95901,79.10687,339.8,0.32,0.55,2026-09-18,835,N21,VIIRS,n,2.0NRT,294.72,2.0,D,29.6596573049294,industrial,unnamed,tn_central,9.7927596,78.895145,likely_natural,1.3855358138718783,Pilluvalasai,village,False,True,agricultural_burn,"Agricultural cropland near Pilluvalasai (village, 1.4 km)"
10.44981,79.58291,334.5,0.35,0.57,2026-09-18,837,N21,VIIRS,n,2.0NRT,293.39,4.48,D,3.557472271015724,industrial,unnamed,tn_central,10.430444,79.6088047,likely_natural,1.0544188444609368,Melaperumazhai,village,False,False,agricultural_burn,"Agricultural cropland near Melaperumazhai (village, 1.1 km)"
10.56491,79.17277,344.28,0.33,0.55,2026-09-18,837,N21,VIIRS,n,2.0NRT,295.44,4.85,D,11.768958579488835,industrial,unnamed,tn_central,10.6088195,79.2707405,likely_natural,0.9545459616269814,Sengamedu,village,False,False,agricultural_burn,"Agricultural cropland near Sengamedu (village, 1.0 km)"
11.01922,79.29468,332.95,0.34,0.56,2026-09-18,837,N21,VIIRS,n,2.0NRT,289.99,4.1,D,6.447637146434876,industrial,Thirumandangudi Mill,tn_central,10.9612668,79.2966358,likely_natural,1.14518749282274,Sathambady,village,False,False,agricultural_burn,"Agricultural cropland near Sathambady (village, 1.1 km)"
11.68966,79.06055,367.0,0.34,0.56,2026-09-18,837,N21,VIIRS,h,2.0NRT,290.15,6.52,D,13.247531837823807,industrial,Poompuhar THDC Ltd,tn_central,11.7375173,78.9491263,likely_natural,1.417129558283231,Virugavoor,village,False,False,agricultural_burn,"Agricultural cropland near Virugavoor (village, 1.4 km)"
11.88698,79.25803,342.16,0.35,0.57,2026-09-18,837,N21,VIIRS,n,2.0NRT,292.69,5.16,D,7.408430477131658,industrial,unnamed,tn_central,11.9136152,79.1956187,likely_natural,9.454177720051018,Periyakurukkai village,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Periyakurukkai village (9.5 km)
12.25466,79.15068,336.14,0.35,0.56,2026-09-18,837,N21,VIIRS,n,2.0NRT,290.47,3.54,D,3.988242336284446,industrial,unnamed,tn_central,12.2550688,79.1139789,likely_natural,7.81008932513778,Kilpennathur,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Kilpennathur (7.8 km)
9.52283,78.82097,300.98,0.54,0.68,2026-09-18,1930,N21,VIIRS,n,2.0NRT,274.96,1.87,N,11.517383190714854,construction,Uppur Power Plant,tn_central,9.5816578,78.9074198,likely_natural,6.645386575467152,Solandur,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Solandur (6.6 km)
8.05586,80.08471,332.63,0.51,0.41,2026-09-19,816,N21,VIIRS,n,2.0NRT,288.96,5.2,D,161.11022015974726,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,likely_natural,0.761086162074826,Ralapanawa,village,False,False,agricultural_burn,"Agricultural cropland near Ralapanawa (village, 0.8 km)"
8.05652,80.08934,330.86,0.51,0.41,2026-09-19,816,N21,VIIRS,n,2.0NRT,290.12,5.2,D,161.3164799087899,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,likely_natural,0.4643719281077271,Ralapanawa,village,False,False,agricultural_burn,"Agricultural cropland near Ralapanawa (village, 0.5 km)"
8.21635,77.71369,338.33,0.41,0.37,2026-09-19,816,N21,VIIRS,n,2.0NRT,300.06,6.2,D,58.087935970357215,industrial,Sun Paper Mills Limited,cpcb_verified,8.6822,77.4747,likely_natural,2.646122066488957,Koodankulam,village,False,False,agricultural_burn,"Agricultural cropland near Koodankulam (village, 2.6 km)"
8.582,78.07313,336.65,0.42,0.38,2026-09-19,816,N21,VIIRS,n,2.0NRT,293.58,3.5,D,21.363767087053223,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,likely_natural,1.4091090123037864,Sahupuram,village,False,False,agricultural_burn,"Agricultural cropland near Sahupuram (village, 1.4 km)"
10.20214,78.45383,334.59,0.45,0.39,2026-09-19,816,N21,VIIRS,n,2.0NRT,299.49,2.95,D,7.020916620627482,industrial,unnamed,tn_central,10.1586945,78.5003802,likely_natural,1.5553267280747127,poolapatti,village,False,False,agricultural_burn,"Agricultural cropland near poolapatti (village, 1.6 km)"
12.08997,76.92316,336.06,0.41,0.37,2026-09-19,816,N21,VIIRS,n,2.0NRT,299.73,4.54,D,101.16907268662436,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,likely_natural,0.27268770249066093,Linganapura,village,False,False,agricultural_burn,"Agricultural cropland near Linganapura (village, 0.3 km)"
12.09817,76.74437,337.49,0.4,0.37,2026-09-19,816,N21,VIIRS,n,2.0NRT,302.48,4.94,D,119.94851327583171,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,likely_natural,1.5094451876081652,Viregaudanahundi,village,False,False,agricultural_burn,"Agricultural cropland near Viregaudanahundi (village, 1.5 km)"
12.41293,80.09139,330.22,0.39,0.44,2026-09-19,816,N21,VIIRS,n,2.0NRT,296.5,2.55,D,12.023523220420204,industrial,TNSTC Bus Depot,tn_north,12.5026914,80.1531349,likely_natural,1.6669990955573821,Kodur,village,False,False,agricultural_burn,"Agricultural cropland near Kodur (village, 1.7 km)"
12.56155,76.31815,337.61,0.4,0.37,2026-09-19,816,N21,VIIRS,n,2.0NRT,293.05,4.41,D,164.72996329624456,industrial,Sanmar Speciality Chemicals Ltd,cpcb_verified,12.7409,77.8253,likely_natural,0.4479229928582717,Hale Mirle,village,False,False,agricultural_burn,"Agricultural cropland near Hale Mirle (village, 0.4 km)"
12.58635,77.62064,342.69,0.44,0.38,2026-09-19,816,N21,VIIRS,n,2.0NRT,300.18,6.64,D,28.07718002012684,industrial,Sanmar Speciality Chemicals Ltd,cpcb_verified,12.7409,77.8253,likely_natural,3.640480227442868,Thalli,town,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Thalli (3.6 km)
9.13704,77.80103,332.18,0.45,0.39,2026-09-20,758,N21,VIIRS,l,2.0NRT,297.15,7.18,D,31.220439080059503,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,likely_natural,2.049540924970445,Mudukkumindanpatti,village,False,False,agricultural_burn,"Agricultural cropland near Mudukkumindanpatti (village, 2.0 km)"
9.32728,77.40293,334.27,0.46,0.39,2026-09-20,758,N21,VIIRS,n,2.0NRT,297.87,9.11,D,68.90992579986856,industrial,Empee Sugars and Chemicals Ltd,cpcb_verified,8.7089,77.4442,likely_natural,3.2920426828216636,Sivagiri,village,False,False,agricultural_burn,"Agricultural cropland near Sivagiri (village, 3.3 km)"
13.34372,77.71157,336.99,0.49,0.49,2026-09-21,739,N21,VIIRS,n,2.0NRT,293.54,5.53,D,68.15329409476325,industrial,Sanmar Speciality Chemicals Ltd,cpcb_verified,12.7409,77.8253,likely_natural,1.0997506547144866,Doddasagarahalli,village,False,False,agricultural_burn,"Agricultural cropland near Doddasagarahalli (village, 1.1 km)"
13.3439,77.7095,336.95,0.49,0.49,2026-09-21,739,N21,VIIRS,n,2.0NRT,294.03,10.02,D,68.2138578770857,industrial,Sanmar Speciality Chemicals Ltd,cpcb_verified,12.7409,77.8253,likely_natural,1.045800729610308,Doddasagarahalli,village,False,False,agricultural_burn,"Agricultural cropland near Doddasagarahalli (village, 1.0 km)"
8.66142,78.05058,337.36,0.6,0.7,2026-09-22,720,N21,VIIRS,n,2.0NRT,287.77,3.93,D,14.70717306458856,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,likely_natural,3.245514933221299,Sawyerpuram,village,False,False,agricultural_burn,"Agricultural cropland near Sawyerpuram (village, 3.2 km)"
8.67295,77.47455,337.27,0.65,0.73,2026-09-22,720,N21,VIIRS,n,2.0NRT,286.31,14.12,D,1.028685221651934,industrial,Sun Paper Mills Limited,cpcb_verified,8.6822,77.4747,likely_industrial,1.6755850759450013,Kallidaikurichchi,town,False,False,industrial_fire,Industrial facility (Sun Paper Mills Limited)
8.67955,77.47332,355.6,0.65,0.73,2026-09-22,720,N21,VIIRS,l,2.0NRT,288.24,14.12,D,0.3314190396677375,industrial,Sun Paper Mills Limited,cpcb_verified,8.6822,77.4747,likely_industrial,1.14405463276859,Kallidaikurichchi,town,False,False,industrial_fire,Industrial facility (Sun Paper Mills Limited)
9.08463,80.3308,330.56,0.41,0.61,2026-09-22,720,N21,VIIRS,n,2.0NRT,291.7,4.63,D,113.99022018579218,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,likely_natural,0.8464929312682632,Vavunikulam,village,False,False,agricultural_burn,"Agricultural cropland near Vavunikulam (village, 0.8 km)"
9.35563,78.81754,338.63,0.51,0.66,2026-09-18,731,N,VIIRS,n,2.0NRT,290.3,6.4,D,2.578858079524438,industrial,Coromandel Electric Company Ltd,cpcb_verified,9.3639,78.8395,likely_natural,2.1283325723835875,Ramanathapuram,town,False,False,urban_commercial_fire,Urban / Commercial area (Ramanathapuram)
9.58416,78.56781,331.83,0.53,0.67,2026-09-18,731,N,VIIRS,n,2.0NRT,290.8,3.52,D,10.51102982817854,industrial,unnamed,tn_central,9.5863852,78.4719702,likely_natural,4.996163381112772,Kumarakurichi,village,False,False,agricultural_burn,"Agricultural cropland near Kumarakurichi (village, 5.0 km)"
11.26936,80.0015,330.06,0.4,0.6,2026-09-18,731,N,VIIRS,n,2.0NRT,289.22,2.77,D,39.45157989645281,industrial,IL&FS Tamil Nadu Thermal Power Station,tn_central,11.5261596,79.7517592,likely_natural,17.56854288523169,Tirumullaivasal,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Tirumullaivasal (17.6 km)
12.45774,76.88866,329.6,0.6,0.71,2026-09-18,731,N,VIIRS,n,2.0NRT,287.02,3.87,D,106.40653336939032,industrial,Sanmar Speciality Chemicals Ltd,cpcb_verified,12.7409,77.8253,likely_natural,1.0046811887516987,Mottahalli,village,False,False,agricultural_burn,"Agricultural cropland near Mottahalli (village, 1.0 km)"
12.76095,76.89168,328.91,0.6,0.7,2026-09-18,731,N,VIIRS,n,2.0NRT,285.42,3.45,D,101.27811651491665,industrial,Sanmar Speciality Chemicals Ltd,cpcb_verified,12.7409,77.8253,likely_natural,0.45486527277700317,Muddenahatti,village,False,False,agricultural_burn,"Agricultural cropland near Muddenahatti (village, 0.5 km)"
9.61201,78.40251,331.91,0.73,0.76,2026-09-18,911,N,VIIRS,n,2.0NRT,290.84,7.68,D,8.13106974531482,industrial,unnamed,tn_central,9.5863852,78.4719702,likely_natural,1.551878934976709,Velaneri,village,False,False,agricultural_burn,"Agricultural cropland near Velaneri (village, 1.6 km)"
11.26616,80.00412,304.52,0.55,0.43,2026-09-18,2006,N,VIIRS,n,2.0NRT,287.38,2.63,N,39.90630645927018,industrial,IL&FS Tamil Nadu Thermal Power Station,tn_central,11.5261596,79.7517592,likely_natural,17.79226587432174,Tirumullaivasal,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Tirumullaivasal (17.8 km)
11.26987,80.00117,307.56,0.55,0.43,2026-09-18,2006,N,VIIRS,n,2.0NRT,288.24,2.52,N,39.38569905687358,industrial,IL&FS Tamil Nadu Thermal Power Station,tn_central,11.5261596,79.7517592,likely_natural,17.543117330122026,Tirumullaivasal,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Tirumullaivasal (17.5 km)
11.80968,77.92376,296.23,0.5,0.49,2026-09-18,2006,N,VIIRS,n,2.0NRT,265.49,0.48,N,13.641878278548552,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,likely_natural,0.9065821742352783,Kukkalpatti,village,False,False,agricultural_burn,"Agricultural cropland near Kukkalpatti (village, 0.9 km)"
12.84287,79.89474,298.56,0.39,0.44,2026-09-18,2006,N,VIIRS,n,2.0NRT,274.13,0.31,N,0.564326816111331,industrial,unnamed,tn_north,12.8390717,79.8912877,likely_industrial,5.030187447617841,Echoor,village,False,False,industrial_fire,Industrial facility (Industrial facility)
13.39268,80.10199,309.94,0.38,0.43,2026-09-18,2006,N,VIIRS,n,2.0NRT,286.66,1.34,N,0.9153908974651772,industrial,unnamed,tn_north,13.3871773,80.1082841,likely_industrial,3.809281068925858,Gummidipoondi,town,False,False,industrial_fire,Industrial facility (Industrial facility)
8.5822,78.07184,338.98,0.32,0.55,2026-09-19,852,N,VIIRS,n,2.0NRT,293.08,2.12,D,21.388140204902665,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,likely_natural,1.500300615556577,Sahupuram,village,False,False,agricultural_burn,"Agricultural cropland near Sahupuram (village, 1.5 km)"
9.87499,78.16687,335.92,0.34,0.56,2026-09-19,852,N,VIIRS,n,2.0NRT,288.81,2.38,D,1.5524708960521194,industrial,unnamed,tn_central,9.8849708,78.1767798,likely_industrial,1.5264833114192236,Sottathatty,village,False,False,industrial_fire,Industrial facility (Industrial facility)
12.17125,76.61151,333.49,0.57,0.52,2026-09-19,854,N,VIIRS,n,2.0NRT,294.97,5.45,D,136.1598319634196,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,likely_natural,0.5145193589821213,Doddakaturu,village,False,False,agricultural_burn,"Agricultural cropland near Doddakaturu (village, 0.5 km)"
8.81362,78.10622,338.11,0.49,0.4,2026-09-20,835,N,VIIRS,n,2.0NRT,285.24,7.96,D,6.329407456045177,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,likely_natural,1.2457141835613246,Pandarampatti,village,False,False,agricultural_burn,"Agricultural cropland near Pandarampatti (village, 1.2 km)"
9.29924,77.76429,331.95,0.47,0.4,2026-09-20,835,N,VIIRS,n,2.0NRT,295.62,3.52,D,42.01654294783319,industrial,unnamed,tn_central,9.5822502,78.0181003,likely_natural,1.333418399333505,Thulukkankurichi,village,False,False,agricultural_burn,"Agricultural cropland near Thulukkankurichi (village, 1.3 km)"
9.77945,78.18136,347.16,0.5,0.41,2026-09-20,835,N,VIIRS,n,2.0NRT,292.92,5.18,D,7.074749850287288,industrial,unnamed,tn_central,9.8380914,78.2064101,likely_natural,5.1110998884482886,Nallur,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Nallur (5.1 km)
10.82826,79.18586,339.68,0.4,0.44,2026-09-20,835,N,VIIRS,n,2.0NRT,298.65,2.84,D,10.42871745468162,industrial,Central Warehouse Corporation,tn_central,10.7609707,79.119351,likely_natural,1.679890383091379,Annappanpettai,village,False,True,agricultural_burn,"Agricultural cropland near Annappanpettai (village, 1.7 km)"
11.03817,77.20752,337.8,0.46,0.39,2026-09-20,835,N,VIIRS,n,2.0NRT,301.08,8.73,D,50.31046514722818,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,likely_natural,3.2916497366965096,Karugampalayam,village,False,False,agricultural_burn,"Agricultural cropland near Karugampalayam (village, 3.3 km)"
13.39286,80.10187,306.63,0.46,0.63,2026-09-20,2108,N,VIIRS,n,2.0NRT,283.27,2.74,N,0.9384446163788618,industrial,unnamed,tn_north,13.3871773,80.1082841,likely_industrial,3.8045596537073956,Gummidipoondi,town,False,False,industrial_fire,Industrial facility (Industrial facility)
8.87128,78.08917,341.62,0.39,0.36,2026-09-21,813,N,VIIRS,n,2.0NRT,304.37,4.56,D,12.91934646458266,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,likely_natural,5.458910812830439,Pandarampatti,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Pandarampatti (5.5 km)
9.0166,78.13821,342.87,0.39,0.36,2026-09-21,813,N,VIIRS,n,2.0NRT,299.3,2.61,D,26.424655590750174,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,likely_natural,2.0856741755612616,Subbayapuram,village,False,False,agricultural_burn,"Agricultural cropland near Subbayapuram (village, 2.1 km)"
11.23936,77.23362,330.61,0.4,0.37,2026-09-21,816,N,VIIRS,l,2.0NRT,296.96,3.22,D,72.49314248944522,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,likely_natural,0.7400144914869164,Sevur,village,False,False,agricultural_burn,"Agricultural cropland near Sevur (village, 0.7 km)"
11.24016,77.23308,332.45,0.4,0.37,2026-09-21,816,N,VIIRS,l,2.0NRT,297.23,3.71,D,72.58350528979602,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,likely_natural,0.7003082099757464,Sevur,village,False,False,agricultural_burn,"Agricultural cropland near Sevur (village, 0.7 km)"
12.82642,79.54056,333.16,0.4,0.37,2026-09-21,816,N,VIIRS,n,2.0NRT,296.41,2.42,D,11.479845746428952,industrial,unnamed,tn_north,12.7809516,79.4455074,likely_natural,7.129495055160095,Vembakkam,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Vembakkam (7.1 km)
13.27823,80.29333,333.09,0.42,0.37,2026-09-21,816,N,VIIRS,n,2.0NRT,278.2,3.27,D,1.8898854073029892,construction,Ennore SEZ Super Critical Thermal Power Project (Vayalur),tn_north,13.2823822,80.310264,likely_industrial,2.1819137980012786,Nandiambakkam,suburb,False,False,industrial_fire,Industrial facility (Ennore SEZ Super Critical Thermal Power Project (Vayalur))
8.66861,77.99207,305.03,0.39,0.44,2026-09-21,2049,N,VIIRS,n,2.0NRT,289.36,1.05,N,18.94933989134081,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,likely_natural,3.117412538981188,Perungulam,village,False,False,agricultural_burn,"Agricultural cropland near Perungulam (village, 3.1 km)"
8.49269,80.18095,330.88,0.5,0.41,2026-09-22,756,N,VIIRS,l,2.0NRT,296.05,4.59,D,130.02599557609213,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,likely_natural,2.191541356514366,Pemaduwa,town,False,False,urban_commercial_fire,Urban / Commercial area (Pemaduwa)
8.55172,77.81528,350.32,0.47,0.47,2026-09-22,756,N,VIIRS,n,2.0NRT,299.89,10.65,D,39.78714576579517,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,likely_natural,0.4134169723209847,Chintamani,village,True,False,wildfire,Forest / Woodland reserve near Chintamani
8.60402,77.96516,330.04,0.46,0.47,2026-09-22,756,N,VIIRS,n,2.0NRT,297.13,1.5,D,25.786507878123256,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,likely_natural,2.3572113921195172,Alwarthirunagari,village,False,False,agricultural_burn,"Agricultural cropland near Alwarthirunagari (village, 2.4 km)"
8.67719,77.4745,331.29,0.49,0.48,2026-09-22,756,N,VIIRS,n,2.0NRT,291.27,2.92,D,0.557520196472594,industrial,Sun Paper Mills Limited,cpcb_verified,8.6822,77.4747,likely_industrial,1.3793658490245493,Kallidaikurichchi,town,False,False,industrial_fire,Industrial facility (Sun Paper Mills Limited)
9.12537,77.64301,335.21,0.47,0.48,2026-09-22,756,N,VIIRS,n,2.0NRT,299.01,3.18,D,41.43410901290454,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,likely_natural,2.703805068406533,Keelaneelithanallur,village,False,False,agricultural_burn,"Agricultural cropland near Keelaneelithanallur (village, 2.7 km)"
9.41835,78.65449,342.61,0.4,0.44,2026-09-22,756,N,VIIRS,n,2.0NRT,293.57,2.66,D,9.102178883402122,industrial,unnamed,tn_central,9.4991424,78.6411443,likely_natural,6.425997291435145,Bogalur,village,False,True,agricultural_burn,"Agricultural cropland near Bogalur (village, 6.4 km)"
9.57274,78.57926,338.7,0.4,0.44,2026-09-22,756,N,VIIRS,n,2.0NRT,295.12,2.85,D,10.631285446999904,industrial,unnamed,tn_central,9.4991424,78.6411443,likely_natural,3.5809941861852725,Kumarakurichi,village,False,False,agricultural_burn,"Agricultural cropland near Kumarakurichi (village, 3.6 km)"
10.96626,77.76252,333.77,0.43,0.46,2026-09-22,756,N,VIIRS,n,2.0NRT,294.84,2.89,D,27.29154889968805,industrial,TNPL Paper Mill,tn_central,11.052316,77.9966873,likely_natural,5.418823733185883,Kunampatti,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Kunampatti (5.4 km)
