osm_id,name,place_type,latitude,longitude,district
243053506,Alwarpet,suburb,13.0338602,80.2545491,
243059228,Teynampet,suburb,13.0443237,80.2498455,
243059957,Gopalapuram,suburb,13.0497324,80.2582028,
243060007,Nandanam,suburb,13.0286286,80.240256,
243060039,Raja Annamalai Puram,suburb,13.0244783,80.253937,
243327628,Sriperumbudur,town,12.9666144,79.9458077,
243327788,Poonamallee,town,13.0417404,80.1006863,
243327790,Porur,suburb,13.0320131,80.158304,
243711632,Puthalapattu,village,13.3475231,79.0944011,
243711668,Ananthapuram,village,13.1673168,79.2128484,
243711679,Gopalapuram,village,13.1125855,79.3541555,
243713142,Ammoor,village,12.9766261,79.3627129,
243713144,Vellore,city,12.9071753,79.1309695,
245580128,Nagercoil,city,8.1839904,77.4315437,
245580136,Avudaiyalpuram,village,8.1967654,77.7673663,
245580820,Thirparappu,village,8.3950009,77.2630865,
245580881,Udangudi,village,8.4285429,78.0263978,
245581303,Nanguneri,town,8.4892568,77.6596709,
245581432,Thiruvananthapuram,city,8.4882267,76.947551,
245581468,Arumuganeri,village,8.569964,78.0956681,
245581571,Vagaikkulam,village,8.5898027,77.6696461,
245581609,Nazareth,town,8.5599258,77.9719457,
245581738,Melacheval,village,8.6718741,77.6152217,
245581740,Chirayinkeezhu,suburb,8.6611143,76.7880569,
245581822,Vikramasingapuram,village,8.7141792,77.3892867,
245581857,Tirunelveli,city,8.7331721,77.710255,
245581905,Alwarkuruchi,town,8.782604,77.3985651,
245582090,Kollam,city,8.8870533,76.5906696,
245582136,Ayoor,town,8.8978612,76.8601206,
245582143,Kulathupuzha,town,8.9065347,77.0564917,
245582181,Ottappidaram,town,8.9107366,78.0218901,
245582222,Kurukkuchalai,village,8.9314342,78.0883164,
245582256,Tenkasi,town,8.9567514,77.3121442,
245582478,Kottarakkara,town,9.0054869,76.7831987,
245582627,Sevalpatti,village,9.1314962,78.351854,
245582675,Vilattikulam,town,9.130928,78.167316,
245582795,Ettaiyapuram,town,9.1485222,77.9971639,
245582958,Sankarankovil,town,9.170073,77.535369,
245583048,Puliyangudi,town,9.1756002,77.3966381,
245583686,Haripad,town,9.2844934,76.4562679,
245583689,Sethu Karai,village,9.2490483,78.843145,
245583753,Mandapam,town,9.282701,79.1526713,
245583770,Pudur,village,9.2943506,78.1357458,
245583779,Paruvakkudi,village,9.2901706,77.5485206,
245583830,Agastiarkuttam,village,9.3036696,78.9958348,
245583902,Mudukulattur,village,9.3444333,78.5155232,
245583914,Sattur,town,9.3516337,77.9211286,
245584040,Rajapalayam,town,9.4456102,77.5542849,
245584065,Devipattinam,town,9.4749165,78.8967566,
245584079,Saminattam,village,9.48068,77.7272053,
245584105,Alappuzha,city,9.4923271,76.3291487,
245584138,Aruppukkottai,town,9.5073229,78.0958971,
245584469,Virudhunagar,town,9.58224,77.9537,
245584504,Kumarakom,village,9.5960545,76.4305378,
245584566,R.S. Mangalam,village,9.6370191,78.8468952,
245584691,Maharajapuram,village,9.6603953,77.6631941,
245584800,Thondi,town,9.7422651,79.0175877,
245584837,Painavu,town,9.8540061,76.9446486,
245584897,CK Mangalam,village,9.7877433,78.8917624,
245584918,S.P. Pattinam,village,9.7892737,79.0573025,
245585103,Elumalai,village,9.8630653,77.6989606,
245585131,Mangalakkudi,village,9.8647276,78.9597989,
245585351,Tevaram,village,9.8971614,77.2797184,
245585550,Usilampatti,town,9.9648653,77.7898611,
245585625,Muvattupuzha,town,9.9831493,76.5781613,
245585698,Theni,town,10.0108143,77.4810104,
245585726,Melur,town,10.0309005,78.337589,
245586161,Angamaly,town,10.1910284,76.3874109,
245586200,Natham,town,10.2256894,78.2299964,
245586234,Tirumayam,town,10.2449424,78.7463884,
245586306,Chinnalapatti,town,10.2767592,77.9218398,
245586375,Dindigul,city,10.365646,77.9693256,
245586401,Thuvarankurichchi,town,10.3758009,78.3872851,
245586442,Muthupet,town,10.3956923,79.4944659,
245586458,Thuvarankuruchi,village,10.3982261,79.3835528,
245586474,Tagattur,village,10.4390271,79.704746,
245586527,Pudu Chattram,village,10.4740048,77.7919804,
245586560,Ayyalur,village,10.4845925,78.1566887,
245586610,Eriyodu,village,10.5170962,78.0628395,
245586675,Vedasandur,town,10.5324146,77.9463173,
245586959,Udumalapettai,town,10.5839,77.25,
245586991,Nemmara,village,10.59395,76.601439,
245587128,Orathanadu,town,10.6296502,79.2515516,
245587226,Gujiliyamparai,village,10.6818121,78.1147237,
245587229,Alundur,village,10.6863731,78.6123687,
245587303,Palaiyam,village,10.7257994,78.1357037,
245587450,Kilvelur,town,10.7666902,79.7418056,
245587589,Thanjavur,city,10.7860267,79.1381497,
245587903,Lalgudi,town,10.877163,78.8138944,
245588380,Vellalur,suburb,10.9799326,77.0290732,
245588416,Kodavasal,town,10.8552828,79.4809565,
245588426,Kamanaickenpalayam,village,10.9066883,77.219053,
245588792,Musiri,town,10.951573,78.4419808,
245588836,Karur,city,10.9596041,78.0807797,
245588875,Kumbakonam,city,10.9604108,79.3820861,
245589044,Kattupputtur,village,10.993744,78.2194801,
245589056,Palladam,town,10.9962313,77.2835582,
245589070,Thottiyam,town,10.9891847,78.3354402,
245589078,Coimbatore,city,11.0018115,76.9628425,
245589089,Kangeyam,town,11.0060598,77.5607403,
245589241,Padalur,village,11.0924117,78.8271564,
245589248,Attappadi,village,11.0750604,76.5655168,
245589432,Anaikatti,village,11.1161249,76.7480411,
245589479,Agali,village,11.1057095,76.6547629,
245589530,Thathaiyangarpet,town,11.121255,78.4496465,
245589607,Thuraiyur,town,11.1518947,78.5957098,
245589617,Ariyalur,town,11.1357708,79.0723203,
245589919,Tiruvalaputtur,village,11.2038428,79.6173398,
245589987,Jayankondam,town,11.2119861,79.3648642,
245590129,Perambalur,town,11.2356695,78.8688353,
245590422,Sendurai,town,11.2538986,79.1771548,
245590728,Sendamangalam,town,11.2812016,78.2350768,
245591409,Valikandapuram,village,11.3178099,78.9194375,
245591866,Tiruchengodu,town,11.3786608,77.8949223,
245592033,Tittakudi,town,11.402175,79.1210712,
245592145,Pennadam,town,11.4028109,79.2416716,
245592179,Udhagamandalam,town,11.4126769,76.7030504,
245592565,Thammampatti,village,11.4422457,78.4858502,
245592587,Bhavani,town,11.4405993,77.6824386,
245592805,C.Mutlur,village,11.4436588,79.7090573,
245593029,Sankagiri,town,11.4760857,77.8704045,
245593044,Veeraganur,town,11.4761379,78.7380844,
245593200,Parangipettai,town,11.4905673,79.7568983,
245593619,Gangavalli,town,11.499684,78.6447079,
245594398,Attayampatti,town,11.531861,78.0508039,
245594831,Devarshola,village,11.5438458,76.4403012,
245595343,Anthiyur,town,11.575293,77.5886003,
245595358,Malliakarai,village,11.5708968,78.4992399,
245598131,Elavanasur,village,11.7140679,79.1809613,
245598247,Kallakurichi,town,11.7406259,78.9637131,
245598263,Thiyagadurgam,town,11.7417773,79.0733496,
245598290,Belur,village,11.7069634,78.4131128,
245598414,Viraperumanallur,village,11.7758285,79.4433442,
245598417,Mettur,town,11.7902463,77.7980929,
245598638,Yercaud,town,11.7852074,78.2075392,
245598649,Madapattu,village,11.794203,79.4072467,
245598696,Gundlupet,town,11.808496,76.6916141,
245599213,Kattu Idaiyar,village,11.8500734,79.1406745,
245599518,Sankarapuram,town,11.8873761,78.9166118,
245599932,Chamarajanagara,town,11.9238058,76.9393558,
245599938,Udbhuru,village,11.9457754,76.2420858,
245600130,Puducherry,city,11.9340568,79.8306447,
245601682,Manalurpettai,village,12.0079588,79.0876281,
245601921,Santemarahalli,village,12.0454904,76.9811798,
245602267,Hanur,town,12.0870315,77.3017969,
245602307,Yelanduru,town,12.0463301,77.0306546,
245602469,Thanipadi,village,12.1060143,78.8332594,
245602481,Kiliyanur,village,12.1058085,79.7459576,
245602518,Theerthamalai,village,12.1020673,78.5904558,
245602559,Vettavalam,village,12.1102546,79.2454016,
245602640,Muttatur,village,12.1133501,79.445403,
245602668,Muguru,village,12.1300386,76.9480955,
245602738,Nanjanagudu,town,12.1186851,76.6817502,
245602893,Agara,village,12.11511,77.0736938,
245602905,Mailam,village,12.1275479,79.6185988,
245603009,Madhuvanahalli,village,12.1549751,77.1462209,
245603249,Kollegal,town,12.1560966,77.1071726,
245603605,Jayapura,village,12.204282,76.554106,
245603915,Tiruvannamalai,town,12.2343228,79.0761989,
245604206,Sattegala,village,12.2418064,77.1469381,
245605251,Pachchal,village,12.2690856,78.938281,
245605597,Chengam,town,12.3075866,78.7931408,
245605799,Belluranhalli,village,12.3096919,77.965972,
245606122,Cheyur,town,12.3521251,80.0037515,
245606282,Malavalli,town,12.3864073,77.0589464,
245606389,Thellar,village,12.401434,79.5519376,
245606398,Chittamur,village,12.4097743,79.8911841,
245606844,Krishnarajanagara,town,12.438561,76.3836699,
245607252,Rayakottai,town,12.5136509,78.0323496,
245607374,Chikkarasinakere,village,12.5104177,77.0401745,
245607442,Kodambahalli,village,12.5447299,77.2176977,
245607629,Saligrama,town,12.5601566,76.2628551,
245607635,Jolarpet,town,12.5643214,78.5797192,
245607953,Honganuru,village,12.6045178,77.2176933,
245608005,Kelamangalam,town,12.6053305,77.85467,
245608408,Krishnarajapete,town,12.6655205,76.4896194,
245608414,Channapattana,town,12.6544559,77.2042594,
245608828,Vaniyambadi,town,12.6787174,78.6199879,
245609115,Vepanapalli,town,12.7017272,78.1944154,
245609200,Anekal,town,12.7086373,77.6993972,
245609255,Ramanagara,town,12.7252766,77.2804797,
245610098,Holenarasipura,town,12.7852158,76.2431266,
245610528,Berikai,village,12.8052213,77.9707402,
245610557,Nagamangala,town,12.8196077,76.7542189,
245612139,Sarjapura,town,12.8600866,77.7861352,
245612228,Shravanabelagola,town,12.858127,76.4870114,
245614086,Hirisave,village,12.9498785,76.576616,
245614133,Kolar Gold Fields,town,12.9545994,78.2731252,
245614962,Magadi,town,12.9567353,77.2242281,
245615795,Edeyuru,village,12.9767055,76.8614233,
245616482,Maluru,town,13.0058697,77.9393648,
245616527,Bethamangala,town,13.0053979,78.3303624,
245617153,Kondancheri,village,13.0360459,79.8378442,
245617420,Soluru,village,13.0719814,77.244551,
245617701,Arakkonam,town,13.0839782,79.6700892,
245617711,Mayasandra,village,13.0792918,76.7557088,
245617971,Avadi,city,13.1190144,80.0935726,
245618313,Gandasi,village,13.1588838,76.3063432,
245618402,Narasapura,village,13.1382537,78.0043951,
245618507,Kolar,city,13.1367201,78.1337246,
245618543,Mullai Nagar,suburb,13.1399057,80.0374623,
245618753,Turuvekere,town,13.1627196,76.6680675,
245618780,Hebburu,village,13.1539112,77.0333844,
245618783,Mulabagilu,town,13.1660479,78.3927241,
245618826,Karappanahalli,village,13.1654407,77.883706,
245619134,Chittoor,city,13.2161224,79.0972819,
245619303,Haranahalli,village,13.2474129,76.223402,
245619340,Guluru,village,13.2929565,77.0925799,
245619518,Doddabelavangala,village,13.2888795,77.4215754,
245619665,Kibbanahalli Cross,village,13.3108237,76.6555124,
245619678,Arasikere,town,13.3159809,76.256849,
245619979,Rayalapeta,village,13.329978,78.7252283,
245620044,Srinivaspur,town,13.340085,78.2117487,
245620058,Pallipattu,town,13.3370832,79.4408239,
245620290,Punganuru,town,13.3640531,78.5730478,
245620464,Sidlaghatta,town,13.3885218,77.8641332,
245620767,Chikkanayakanahalli,town,13.4190772,76.6202776,
245620993,Karvetinagar,village,13.4212003,79.4471769,
245621225,Chowdepalle,village,13.4336063,78.6904747,
245621251,Satyavedu,village,13.4433561,79.9553361,
245621565,Dodda Saggere,village,13.4692342,77.3511528,
245621833,Somala,village,13.4743889,78.8107553,
245622154,Kanakatte,village,13.5150883,76.318222,
245622252,Koratagere,town,13.5215422,77.2358911,
245622612,Dibburahalli,village,13.556807,77.9054207,
245623159,Chandragiri,town,13.5842501,79.3166721,
247229197,Avinashi,town,11.1900066,77.2679915,
247402479,Vellayambalam,suburb,8.511472,76.9622965,
247429165,Kaundampalayam,suburb,11.0449641,76.9465251,
247429167,GN Mills,suburb,11.060303,76.9447575,
247429168,Thudiyalur,suburb,11.0805532,76.9421498,
247677540,Mylapore,suburb,13.0316473,80.2700166,
247677647,Mandaveli,suburb,13.0258445,80.2627877,
247681235,Karanampettai,village,11.017729,77.1841748,
247688962,Nungambakkam,suburb,13.0620626,80.240487,
247689032,Kodambakkam,suburb,13.049207,80.2242829,
247689098,Ashok Nagar,suburb,13.0359275,80.2145697,
247689106,Saidapet,suburb,13.020817,80.2239536,
247689739,Royapettah,suburb,13.0554718,80.2639706,
247689792,Triplicane,suburb,13.0604285,80.2750704,
247689799,Thousand Lights,suburb,13.0587829,80.2557114,
247689846,Egmore,suburb,13.0728321,80.2576906,
247689931,Island Grounds,suburb,13.0742005,80.2793622,
247690296,Chepauk,suburb,13.0645131,80.2831179,
247975048,Chetpet,suburb,13.0717448,80.2437973,
248196797,MRC Nagar,suburb,13.0196693,80.2706525,
248420921,Saligramam,suburb,13.0569892,80.2037301,
248559479,Aminjikarai,suburb,13.0721399,80.2205453,
248559495,Arumbakkam,suburb,13.074371,80.2081312,
248559557,Anna Nagar,suburb,13.088249,80.2073398,
248559737,Padi,suburb,13.1035851,80.1920425,
248559761,Villivakkam,suburb,13.1125875,80.2081378,
248560756,ICF Colony,suburb,13.0995307,80.2202379,
248560758,Perambur,suburb,13.1121242,80.245022,
248560791,Vallalar Nagar,suburb,13.1019255,80.2787773,
249497705,Besant Nagar,suburb,12.9996907,80.2682259,
249497711,Adyar,suburb,13.00645,80.2577791,
249497723,Little Mount,suburb,13.0141864,80.2266882,
249497729,Guindy,suburb,13.0087095,80.2203646,
249497808,Thiruvanmiyur,suburb,12.9858948,80.2644215,
249497870,Kotturpuram,suburb,13.0193703,80.2435512,
249659432,Lovedale,village,11.376699,76.7020425,
249984389,Kattabettu,village,11.4121305,76.8110265,
249984397,Aravenu,village,11.408855,76.8740187,
249984401,Mettupalayam,town,11.3059363,76.9356545,
252299890,Shenoy Nagar,suburb,13.0786669,80.2272547,
252300596,Kilpauk,suburb,13.0832149,80.2379864,
254122040,George Town,suburb,13.0920917,80.2822426,
254150702,Park Town,suburb,13.0863491,80.2727321,
254150705,Royapuram,suburb,13.1146195,80.2940279,
254151455,Vyasarpadi,suburb,13.1130472,80.258722,
254151481,Washermanpet,suburb,13.1136296,80.2814813,
256029400,SIDCO Industrial Estate,suburb,13.01407,80.2091208,
256196848,Tambaram,city,12.9245279,80.1150525,
256197926,East Tambaram,suburb,12.9265148,80.1314526,
256197927,Chromepet,suburb,12.9496841,80.135642,
256197928,Pallavaram,town,12.9654669,80.1451178,
256197930,Selaiyur,suburb,12.9178113,80.1379536,
256197931,Chitlapakkam,suburb,12.9330984,80.1413832,
256197932,Hasthinapuram,suburb,12.9372824,80.1519854,
256197946,Rajakilpakkam,suburb,12.9178445,80.1544267,
256197949,Medavakkam,suburb,12.9202141,80.1872156,
256197952,Perumbakkam,suburb,12.9050095,80.1968629,
256197956,Sithalapakkam,suburb,12.8914228,80.1840304,
256197959,Sholinganallur,suburb,12.8935356,80.2320634,
256202916,Madambakkam,suburb,12.9076604,80.1564464,
256202982,Thiruneermalai,suburb,12.963094,80.1135414,
256202986,Pammal,suburb,12.9762312,80.1363647,
256202991,Adambakkam,suburb,12.9822215,80.209121,
256203138,Irumbuliyur,suburb,12.9122029,80.1088976,
256203139,Perungalathur,suburb,12.9145454,80.0879549,
256215802,Pennalur,village,12.980932,79.983144,
256777854,Kanchipuram,city,12.836393,79.7053304,
256778069,Walajapet,town,12.9254734,79.3637892,
257439176,Thoraipakkam,suburb,12.9491762,80.2406875,
257439179,Perungudi,suburb,12.9710239,80.2418051,
257937900,Anna Nagar West,suburb,13.0940791,80.1922978,
257937905,Ayanavaram,suburb,13.0946157,80.23541,
262308390,Ambattur,town,13.1055654,80.1639586,
262308391,Mogappair East,suburb,13.0835142,80.1840779,
262308393,Ambattur Industrial Estate,suburb,13.0952439,80.1671663,
262308395,Korattur,suburb,13.1115484,80.1846272,
262749858,Kariampalayam,village,11.2019,77.0778537,
262951155,Uttiramerur,village,12.6170456,79.7598496,
263014503,Ranipet,town,12.9292452,79.3321712,
263014528,Arcot,town,12.9078949,79.320393,
263014723,Gudiyatham,town,12.9485676,78.8705336,
263014752,Pernampattu,town,12.9366728,78.7187469,
263014753,Pallikonda,town,12.905489,78.940936,
263014886,Ambur,town,12.7874171,78.7188211,
263014950,Bargur,town,12.5425826,78.3567173,
264040697,Foreshore Estate,suburb,13.0249209,80.2776875,
278512528,Nanganallur,suburb,12.9801242,80.184902,
278544356,Madipakkam,suburb,12.9611348,80.2001292,
278931486,Ithalar,village,11.3428052,76.6380227,
280167028,Burliar,village,11.3440408,76.8488013,
280183561,Periya Bikkatty,village,11.3743232,76.7513024,
280387844,Yellanalli,village,11.3782052,76.744002,
280518793,Puzhuthivakkam,suburb,12.9691428,80.2062626,
280902307,Ettumanoor,town,9.6705152,76.557804,Kottayam
281358055,Ambalapuzha,village,9.3799326,76.3634769,
281358588,Kayamkulam,town,9.1723603,76.500061,
281358701,Karunagapally,town,9.0551448,76.5354179,
281368071,Adoor,town,9.1529656,76.7355742,
281970332,Kattur,village,13.3534848,80.2841728,
281997418,Ernavur,suburb,13.1893545,80.3111383,
282001734,Tondiarpet,suburb,13.1277669,80.2895845,
282003246,Kodungaiyur,suburb,13.1308188,80.2561816,
282003688,Manali,town,13.1810602,80.2694192,
282403100,Coonoor,town,11.3459447,76.7965283,
282777706,Devanahalli,town,13.2483502,77.7134377,
283590202,Ketti Valley,village,11.3799056,76.7312304,
283592984,Pykara,village,11.466415,76.6035063,
283593164,Glenmorgan,village,11.4986933,76.6080445,
284613461,Thalaikundah,village,11.4473798,76.6736209,
287813764,Bilikere,village,12.3345466,76.4527465,
287835454,T R Bazaar,village,11.4665615,76.5624131,
287835457,Thepakkadu,village,11.5803904,76.5824411,
288863522,Chintamani,town,13.3986587,78.0533058,
289741260,Korukkupet,suburb,13.1215344,80.2837912,
289741266,New Washermanpet,suburb,13.1338663,80.2903592,
290352311,Pulianthope,suburb,13.1008425,80.2626247,
290352312,Vepery,suburb,13.0842952,80.2622738,
290352313,Purasawalkam,suburb,13.0893275,80.2550331,
290747272,Nesapakkam,suburb,13.0336193,80.1873092,
290747585,Ramapuram,suburb,13.0298609,80.1780333,
290885849,Gudalur,town,11.4992417,76.4923903,
292239908,Narasimhnaickenpalayam,suburb,11.1155895,76.9386992,
294073565,Valasaravakkam,suburb,13.0430231,80.1752124,
294073566,Maduravoyal,town,13.060603,80.1660878,
294073574,Nerkundram,suburb,13.0688386,80.1838987,
294073575,Nandambakkam,suburb,13.0166484,80.1911885,
294073596,Manapakkam,suburb,13.0147531,80.1744935,
294073614,Mugalivakkam,suburb,13.0205798,80.1685163,
294073619,Moulivakkam,suburb,13.0222692,80.1413929,
294073620,Kolapakkam,suburb,13.0097074,80.1528994,
294073623,Tharapakkam,suburb,12.9947793,80.1271022,
294073627,Kundrathur,town,12.9957704,80.0973114,
294073640,Manancheri,suburb,12.9968023,80.1082713,
294073645,Thandalam,suburb,13.00153,80.1182015,
294073647,Kovur,suburb,13.0113616,80.1208582,
294073651,Chinnapanicheri,suburb,13.0191911,80.1219619,
294073653,Paraniputhur,suburb,13.0222615,80.1287022,
294073674,Thelliyaragaram,suburb,13.032247,80.142579,
294073678,Iyappanthangal,suburb,13.0365426,80.1346,
294073683,Kattupakkam,suburb,13.0400552,80.1243027,
294073692,Mangadu,suburb,13.0314415,80.1096576,
294073698,Sikkarayapuram,suburb,13.0167743,80.1025314,
294073700,Kollacheri,suburb,13.0065328,80.0999502,
294073708,Sirukalathur,suburb,12.9955256,80.0762075,
294073710,Kalattipettai,suburb,12.9867936,80.0669087,
294073712,Tharavur,suburb,12.9833082,80.055189,
294073716,Nazarathpet,suburb,13.042259,80.0785347,
294073736,Madavilagam,suburb,13.0508207,80.0677437,
294073738,Chembarambakkam,suburb,13.0325619,80.0554253,
294073742,Pappanchathiram,village,13.0298812,80.0378,
294073748,Thirumazhisai,town,13.0540139,80.0607568,
294073750,Kilmanambedu,village,13.0633475,80.0502109,
294073766,Vellavedu,village,13.0668482,80.0364489,
294078135,Amudurmedu,suburb,13.0971635,80.0551146,
294078356,Annaikattucheri,suburb,13.1046736,80.058153,
294078375,Sorancheri,suburb,13.0972889,80.0737398,
294078376,Voyalanallur,suburb,13.0858357,80.0708645,
294080111,Nemilicheri,suburb,13.1262315,80.0437258,
294521048,Kovaipudur,suburb,10.9454149,76.9392603,
294521062,Perur,town,10.976406,76.9141784,
294535904,Chettipalayam,village,10.9138283,77.0374703,
294963148,Kuniamuthur,suburb,10.9664454,76.9565931,
295981945,Avarampalayam,suburb,11.029412,76.9854653,
295998158,Gandhipuram,suburb,11.0182714,76.9677744,
297429289,Thiruverkadu,town,13.0704598,80.123918,
297473137,Kelambakkam,town,12.7871437,80.219987,
297681854,Kottayam,city,9.591564,76.5221599,
300218898,Virugambakkam,suburb,13.052264,80.1916925,
300616820,Karanodai,suburb,13.2481043,80.1578484,
301134399,Thirumudivakkam,suburb,12.9648673,80.0815441,
301134429,Palanthandalam,suburb,12.9599299,80.0703903,
301134468,Erumaiyur,suburb,12.9547388,80.0815988,
301135484,Tirusulam,suburb,12.9738279,80.1670775,
301138039,Anakaputhur,suburb,12.9806162,80.1297551,
301731218,Ullagaram,suburb,12.9765868,80.1967196,
301734430,Moovarasampettai,suburb,12.9693665,80.1833591,
303055229,Kundah,town,11.2809911,76.6498924,
303055235,Edakadu,village,11.2973653,76.6390569,
304833791,Vizhinjam,suburb,8.3818216,76.9916058,
304916587,Kovalam,suburb,8.3902593,76.9785152,
306113450,Kottivakkam,suburb,12.9705053,80.2615033,
306113540,Palavakkam,suburb,12.95999,80.2560268,
306114285,Neelankarai,suburb,12.9454955,80.2574692,
306115288,Narayanapuram,suburb,12.9417967,80.2083837,
306115540,Jalladampet,suburb,12.9197533,80.2016924,
306115629,Karapakkam,suburb,12.9117073,80.2277203,
306115800,Injambakkam,suburb,12.9189367,80.251295,
306115841,Uthandi,suburb,12.8687677,80.247209,
306117685,Kolapakkam,suburb,12.8719136,80.1049737,
306117874,Vandalur,suburb,12.8921486,80.0829603,
306118067,Mudichur,suburb,12.9149849,80.0688419,
306118071,Varadarajapuram,suburb,12.9059866,80.067655,
307508617,Vennikulam,village,9.4020713,76.66772,
308446785,Aliyar,village,10.4883278,76.9698665,
308715244,Vidyaranyapura,suburb,13.0766407,77.5577315,
308829118,Ilavala,village,12.3571898,76.5407604,
308872224,Kovalam,village,12.7877434,80.2509334,
308873521,Thiruporur,town,12.7258558,80.189518,
308875320,Navalur,suburb,12.84559,80.2272225,
308900749,Agaramthen,suburb,12.885667,80.1539761,
309346479,Kathivakkam,town,13.2141807,80.3187499,
309346480,Ennore,suburb,13.2258262,80.3243551,
309346481,Thazhankuppam,suburb,13.2271357,80.3281547,
310360632,Keelkattalai,suburb,12.9548473,80.1852685,
310363802,Santoshapuram,suburb,12.9159656,80.1739903,
310378460,Gowriwakkam,suburb,12.9207592,80.161974,
310910972,Pazhavanthangal,suburb,12.9883524,80.1891324,
312851862,Puttur,town,13.4381418,79.5522138,
312945156,Kulisholai,village,11.4394762,76.6915976,
313178025,Kanakapura,town,12.5450268,77.4199095,
313178158,Halaguru,village,12.4246475,77.2266035,
313179530,Satanuru,village,12.4517062,77.3210491,
313211347,Gubbi,town,13.3095743,76.9400698,
313212397,Nitturu,village,13.3209216,76.8619846,
313214900,Tiptur,town,13.258575,76.4737675,
313267749,Bidadi,town,12.7988507,77.3869947,
313274104,Paparpatti,village,12.2101857,78.0560214,
313274269,Pennagaram,town,12.1331737,77.8992272,
313280567,Sadanandapuram,suburb,12.8973659,80.1097115,
313281569,Nedungundram,suburb,12.8796084,80.1089039,
313443780,Meenambakkam,suburb,12.9866009,80.1726357,
313475339,Hangala,village,11.7456585,76.6483465,
314626472,Erode,city,11.3306483,77.7276519,
315046026,Alagarkovil,village,10.0684403,78.2157093,
315137869,Auroville,town,12.0073927,79.8099471,
316417407,Idukki,village,9.8497872,76.9797914,
319176353,Chintadripet,suburb,13.0761258,80.270781,
319536922,Podanur,town,10.9585609,76.988307,
321420732,Sivanandhapuram,suburb,11.0610742,76.9991005,
321564949,Mavanalla,village,11.5478834,76.674916,
321654707,Melur,suburb,13.2594998,80.2718086,
321661370,Madhavaram Milk Colony,suburb,13.1554081,80.2425246,
321661517,Madhavaram,town,13.1421473,80.2323786,
321663368,Kosappur,suburb,13.1818301,80.2350982,
322481124,Pazhaverkadu,town,13.4176606,80.3166702,
324707446,Kankesanturai,town,9.8118663,80.0374464,
324707634,Chunnakam,town,9.7430313,80.028827,
325198962,Taramani,suburb,12.9849067,80.2404069,
325783848,Manamai,village,12.5877606,80.1499644,
330080948,Ram Nagar,suburb,11.0136544,76.9628953,
330081172,RS Puram,suburb,11.0080177,76.9501661,
330173100,Puttalam,city,8.031599,79.8300293,
331163199,Puducheri,village,12.9519019,80.0428141,
331163303,Poonthandalam,village,12.9642395,80.0497578,
331910223,Kannadapalayam,suburb,12.9364364,80.1015355,
331913707,Dharkas,village,12.9410443,80.0715416,
331914721,Ettayapuram,village,12.9472093,80.0631045,
331915784,Amarambedu,village,12.9575815,80.0194768,
331918549,Somangalam,village,12.9482883,80.0341452,
331919034,Nandambakkam,suburb,12.9803332,80.0643983,
332004187,Vazhuthalambedu,suburb,12.97315,80.0989673,
332008385,Varadarajapuram,suburb,13.0492242,80.0813499,
332008929,Agaram Mel,suburb,13.0386468,80.0783201,
332371238,Gingee,town,12.2544154,79.4157756,
332371751,Kanji,village,12.3839676,78.9617006,
332382930,Rathinamangalam,suburb,12.8585268,80.1316425,
332382931,Kandigai,suburb,12.8495031,80.1402727,
334644561,Balaramapuram,town,8.4247979,77.0457835,
334644583,Marthandam,town,8.3065018,77.2223116,Kanyakumari
335020300,Cherthala,town,9.686177,76.3426114,
335748452,Kovilanchery,suburb,12.8813093,80.1688055,
335748740,Ponmar,suburb,12.8572791,80.1714689,
335750854,Noothanchery,suburb,12.8967172,80.1704841,
335753159,Ottiambakkam,suburb,12.8610723,80.191851,
335755162,Karanai,suburb,12.8573272,80.2005344,
335755198,Siruseri,suburb,12.831486,80.209441,
335757346,Pudupakkam,suburb,12.8097819,80.2023055,
335758183,Thazhambur,suburb,12.8492049,80.2088826,
335849987,Vadamalapeta,village,13.5487211,79.5252012,
335866100,Allikesam,village,13.5774668,79.5124355,
335885603,Tiruvallur,town,13.1394221,79.9070839,
335886192,Tiruttani,town,13.1769705,79.6127625,
337547200,Sethumadai,village,10.5122479,76.8810293,
337547220,Devipattinam,village,10.5439285,76.9081293,
337552890,Vettaikaranpudur,village,10.5644646,76.9173101,
338162934,Kannuru,village,13.0923253,77.6538971,
339884241,Rameswaram,town,9.2844657,79.3125553,
339885285,Talaimannar,town,9.1055245,79.7307431,
339983986,Saidayankuppam,suburb,13.1854785,80.2924308,
340001017,Malaiyadi,village,9.5939073,79.772919,
340351154,Thandalam,village,13.016982,80.0053616,
340351707,Mevalurkuppam,village,13.0280202,80.007207,
340351982,Valarpuram,village,13.0214977,79.9740763,
340352078,Mannur,village,13.0219158,79.956481,
340353484,Narasingapuram,village,13.0278678,79.8002118,
340356305,Manimangalam,village,12.916831,80.0412449,
340357907,Karasangal,suburb,12.896871,80.0440183,
340358334,Mannivakkam,suburb,12.8943694,80.0652271,
340359558,Padappai,suburb,12.8876927,80.0220457,
340359975,Sirumathur,village,12.8960594,80.0158229,
340360204,Salamangalam,village,12.8869564,80.0026909,
341083876,Kolathur,village,12.9385821,79.9940406,
341083882,Navalur,village,12.9399373,79.989277,
341085434,Malaipattu,village,12.9252224,80.0077463,
341087039,Gunduperumpedu,village,12.9237633,79.978829,
341094221,Kanchivakkam,village,12.8428641,79.9880753,
